Asia,South Korea,Global HR Korea,Jasmine,Poor Quality Vendor,Local EOR ,,,,,,,"EOR: KRW 500,000
Reimbursement: KRW 50,000",N/A,N/A,N/A,,,GHRK,Direct Entity,Active,jxpark@globalhrkorea.net,James Park,"31 December, 2026",Active,,,
Asia,South Korea,Horizons ,David,Backup Vendor,Local EOR ,,,,,,,USD 299,N/A,1 month,N/A,N/A,,HRZ,Uses Vendor,Established Contact,echo.li@joinhorizons.com,Echo Li,"5 June, 2026",Reminder Sent,https://docs.google.com/spreadsheets/d/10bk8I5ARIdOhETpt_8e5lTYq61dqCD5HM9903xPywTM/edit,7/15/2026,
Asia,South Korea,Horizons ,David,Backup Vendor,Expat EOR,,,,,,,USD 499,N/A,1 month,N/A,"for expatriates, VAT may apply depending on the local regulations.",12/23/2025,HRZ,Uses Vendor,Cannot offer service due to compliance reasons,echo.li@joinhorizons.com,Echo Li,"5 June, 2026",Reminder Sent,https://docs.google.com/spreadsheets/d/10bk8I5ARIdOhETpt_8e5lTYq61dqCD5HM9903xPywTM/edit,7/15/2026,
Asia,South Korea,Worknetics,Jasmine,,Local EOR ,,,,,,,SGD 850,SGD 850,,,,,WKN,Uses Vendor,,garvin.chia@workneticsglobal.com,Garvin Chia,"5 June, 2026",Reminder Sent,https://docs.google.com/spreadsheets/d/1v8hqm0zO5cDgfVn00wIGynQiohce5uwmBwXgNFXVrGU/edit,"July 15, 2026",Tier 2
Asia,South Korea,Remote,David,Preferred Vendor,Local EOR ,USD 450 - 550,USD 0 - 250,1 month,"Involuntary Termination: USD 500 (termination initiated by client, not by resignation or natural contract expiration)",N/A,"• USD 200 right-to-work check mandatory for all expats (even self-sponsored)
• USD 500 immigration assessment fee for visa sponsorship feasibility check",USD 300,N/A,N/A,Involuntary Termination: USD 350,N/A,"• USD 120 right-to-work check mandatory for all expats (even self-sponsored)
• USD 400 immigration assessment fee for visa sponsorship feasibility check",RMT,Direct Entity,Signed MSA,"jasmine.chang@remote.com ,aisha.saeed@remote.com, ena.hazrolaj@remote.com","Jasmine Chang (Customer Success Manager), Aisha Saeed, Ena Hazrolaj  (Account Manager)","31 December, 2026",Pricing in Contract,,,
Asia,South Korea,Rivermate,David,Preferred Vendor,Local EOR ,USD 500 - 600,USD 0 - 250,1 month TEC,N/A,10% on all service fees,,USD 350,Waived,1 month TEC,"• Waived for placements more than 6 months
• One month service fee for placements under 6 months",10% on service fee only,,EOS,Direct Entity,Signed MSA,tim.denney@eosglobalexpansion.com,Tim Denney,"31 December, 2026",Active,,,Tier 2
Asia,South Korea,Rivermate,David,,Expat EOR,,,,,10% on all service fees,,"USD 1,400 (N/A as of Jan. 2024)",Waived,1 month TEC,"• Waived for placements more than 6 months
• One month service fee for placements under 6 months",10% on service fee only,,EOS,Direct Entity,Cannot offer service due to compliance reasons,tim.denney@eosglobalexpansion.com,Tim Denney,"31 December, 2026",Active,,,Tier 2
Africa,South Sudan,Workforce Africa,David,Preferred Vendor,Local EOR ,USD 600 - 700,USD 350 - equivalent of service fee,1 month salary,USD 350,18% on service fee,,USD 450,USD 200,N/A,USD 200,18% on service fee,"• Pricing valid until December 31st, 2025",WFA,Uses Vendor,Signed MSA,justina.gabriel@workforcegroup.com,Justina Gabriel,"5 June, 2026",Reminder Sent,https://docs.google.com/spreadsheets/d/13pdolFV6P_EBVi5xsPKvdXzW76jB60buVkpZYMEoxJk/edit,"July 15, 2026",
Africa,South Sudan,Workforce Africa,David,Preferred Vendor,Expat EOR,USD 700 - 800,USD 350 - equivalent of service fee,1 month salary,USD 350,18% on service fee,,USD 550,USD 200,N/A,USD 200,18% on service fee,"• Pricing valid until December 31st, 2025",WFA,Uses Vendor,Signed MSA,justina.gabriel@workforcegroup.com,Justina Gabriel,"5 June, 2026",Reminder Sent,https://docs.google.com/spreadsheets/d/13pdolFV6P_EBVi5xsPKvdXzW76jB60buVkpZYMEoxJk/edit,"July 15, 2026",
Europe,Spain,Bradford Jacobs,Jasmine,,Local EOR ,,,,,,,EUR 500,EUR 500,1 month,N/A,,"• Use TopSource as vendor, but pricing is partner pricing, so will get lower quotation than from TopSource directly",BFJ,Uses Vendor,,k.nolan@bradfordjacobs.com,Kelly Nolan,"5 June, 2026",Reminder Sent,https://docs.google.com/spreadsheets/d/1qcQBw7034L9B0NSXOC38XkMU1wg2eROqWYyMtiobk-M/edit,7/15/2026,
Europe,Spain,Native Teams,Jasmine,Poor Quality Vendor,Local EOR ,,,,,,,"• EUR 79 up to €1,500 processed per month
• EUR 129 up to €5,500 processed per month
• EUR 219 over €5,500 processed per month",N/A,N/A,N/A,N/A,• Provides visa sponsorship,NTV,Direct Entity,Signed MSA,deren@nteams.com,Deren Kankurt,"31 December, 2026",Pricing in Contract,,,Tier 2
Europe,Spain,Rivermate,David,Preferred Vendor,Local EOR ,,,,,,,"USD 250 

7% Service Fee on
• Insurance
• Expense Reimbursement

Out-of-cycle fee: USD 100",USD 100,1 month,N/A,,Bank Fee per Invoice: USD 85. 2.5% FX charge on Total Invoice ,SER,Direct Entity,,sally.chen@serviapgroup.com,Sally Chen,"31 December, 2026",Pricing in Contract,,,
Europe,Spain,Rivermate,David,Preferred Vendor,Expat EOR,,,,,,,"USD 550

7% Service Fee on
• Insurance
• Expense Reimbursement

Out-of-cycle fee: USD 100",USD 300,1 month,N/A,,Bank Fee per Invoice: USD 85. 2.5% FX charge on Total Invoice ,SER,Direct Entity,,sally.chen@serviapgroup.com,Sally Chen,"31 December, 2026",Pricing in Contract,,,
Europe,Spain,Enterprise Workforce Solutions,David,Preferred Vendor,Local EOR ,USD 525 - 625,USD 0 - 250 ,1 month,N/A,N/A,,USD 375,N/A,N/A,N/A,,,"
EWS",Direct Entity,Established Contact,omar@ews-limited.com,Omar Hassan ,"5 June, 2026",Reminder Sent,https://docs.google.com/spreadsheets/d/18SBM1yJ907dNTN114MJrnoU4yBfBiKkT3I8HzL4dldo/edit,"July 15, 2026",
Europe,Spain,Enterprise Workforce Solutions,David,Preferred Vendor,Expat EOR,USD 600 - 700,USD 0 - 500 ,1 month,N/A,N/A,,USD 450,N/A,N/A,N/A,,,"
EWS",Direct Entity,Established Contact,omar@ews-limited.com,Omar Hassan ,"5 June, 2026",Reminder Sent,https://docs.google.com/spreadsheets/d/18SBM1yJ907dNTN114MJrnoU4yBfBiKkT3I8HzL4dldo/edit,"July 15, 2026",
Europe,Spain,Remote,David,Preferred Vendor,Local EOR ,USD 450 - 550,USD 0 - 250,1 month,"Involuntary Termination: USD 500 (termination initiated by client, not by resignation or natural contract expiration)",N/A,"• USD 200 right-to-work check mandatory for all expats (even self-sponsored)
• USD 500 immigration assessment fee for visa sponsorship feasibility check",USD 300,N/A,N/A,Involuntary Termination: USD 350,N/A,"• USD 120 right-to-work check mandatory for all expats (even self-sponsored)
• USD 400 immigration assessment fee for visa sponsorship feasibility check",RMT,Direct Entity,Signed MSA,"jasmine.chang@remote.com ,aisha.saeed@remote.com, ena.hazrolaj@remote.com","Jasmine Chang (Customer Success Manager), Aisha Saeed, Ena Hazrolaj  (Account Manager)","31 December, 2026",Pricing in Contract,,,
Europe,Spain,Horizons,David,Backup Vendor,Local EOR ,,,,,,,USD 399,N/A,1 month,N/A,N/A,,HRZ,Direct Entity,Established Contact,echo.li@joinhorizons.com,Echo Li,"5 June, 2026",Reminder Sent,https://docs.google.com/spreadsheets/d/10bk8I5ARIdOhETpt_8e5lTYq61dqCD5HM9903xPywTM/edit,"July 15, 2026",
Europe,Spain,Horizons,David,Backup Vendor,Expat EOR,,,,,,,USD 499,N/A,1 month,N/A,"for expatriates, VAT may apply depending on the local regulations.",,HRZ,Direct Entity,Established Contact,echo.li@joinhorizons.com,Echo Li,"5 June, 2026",Reminder Sent,https://docs.google.com/spreadsheets/d/10bk8I5ARIdOhETpt_8e5lTYq61dqCD5HM9903xPywTM/edit,"July 15, 2026",
Europe,Spain,Rivermate,David,Preferred Vendor,Expat EOR,EUR 500 - 700,EUR 0 - 700,1 month ,N/A,,,EUR 350 ,N/A,1 month,N/A,N/A,"Since the billing relationship is between our Spanish entity and your Singaporean entity (Satisfy), VAT is not applicable on the monthly invoices under the reverse charge mechanism for cross-border B2B services.",HTK,Direct Entity,Signed MSA,bassem.benhassine@hightekers.com,Bassem Ben Hassine ,"31 December, 2026",Pricing in Contract,,,
Europe,Spain,New Tandem,Jasmine,Poor Quality Vendor,Expat EOR,,,,,,,"For salaries up to 100K: 9%
For salaries above 100K: 8%
• 5% on expense reimbursement, 7% if corporate card, and 8% on bonus/allowances",EUR 500,N/A,N/A,N/A,12/23/2025,NTD,Direct Entity,Active,smartin@newtandem.com,Sara Martín,"31 December, 2026",Active,,,
Europe,Spain,New Tandem,Jasmine,Poor Quality Vendor,Local EOR ,,,,,,,"For salaries up to 100K: 9%
For salaries above 100K: 8%
• 5% on expense reimbursement, 7% if corporate card, and 8% on bonus/allowances",EUR 500,N/A,N/A,N/A,12/23/2025,NTD,Direct Entity,Active,smartin@newtandem.com,Sara Martín,"31 December, 2026",Active,,,
Europe,Spain,Connect Resources,David,Backup Vendor,Local EOR,,,,,,,EUR 399,N/A,2 months Salary,,,"• Pricing valid until December 31st, 2093",WFA,Direct Entity,Signed MSA,"gregg.s@connectresources.ae, 
wesley.s@connectresources.ae",Gregg Steyn,"4 June, 2027",Active,https://docs.google.com/spreadsheets/d/13pdolFV6P_EBVi5xsPKvdXzW76jB60buVkpZYMEoxJk/edit,6/4/2026,
Europe,Spain,Connect Resources,David,Backup Vendor,Expat EOR,,,,,,,EUR 399,N/A,2 months Salary,,,"• Pricing valid until December 31st, 2094",WFA,Direct Entity,Signed MSA,"gregg.s@connectresources.ae, 
wesley.s@connectresources.ae",Gregg Steyn,"4 June, 2027",Active,https://docs.google.com/spreadsheets/d/13pdolFV6P_EBVi5xsPKvdXzW76jB60buVkpZYMEoxJk/edit,6/4/2026,
Asia,Sri Lanka,Connect Resources,David,Backup Vendor,Local EOR ,,,,,,,12% on gross salary,N/A,1 month TEC,N/A,18% on total invoice,12/23/2025,CNR,Uses Vendor,,"gregg.s@connectresources.ae, 
wesley.s@connectresources.ae",Gregg Steyn,"4 June, 2027",Active,https://docs.google.com/spreadsheets/d/1ieOJxUzmrSXNgAfyh8SwdttIVvwbhB4fFc4OzNzt0D8/edit,6/4/2026,
Asia,Sri Lanka,Remote,David,Preferred Vendor,Local EOR ,USD 450 - 550,USD 0 - 250,1 month,"Involuntary Termination: USD 500 (termination initiated by client, not by resignation or natural contract expiration)",N/A,"• USD 200 right-to-work check mandatory for all expats (even self-sponsored)
• USD 500 immigration assessment fee for visa sponsorship feasibility check",USD 300,N/A,N/A,Involuntary Termination: USD 350,N/A,"• USD 120 right-to-work check mandatory for all expats (even self-sponsored)
• USD 400 immigration assessment fee for visa sponsorship feasibility check",RMT,Direct Entity,Signed MSA,"jasmine.chang@remote.com ,aisha.saeed@remote.com, ena.hazrolaj@remote.com","Jasmine Chang (Customer Success Manager), Aisha Saeed, Ena Hazrolaj  (Account Manager)","31 December, 2026",Pricing in Contract,,,
Asia,Sri Lanka,Horizons ,David,Backup Vendor,Local EOR ,,,,,,,USD 499,N/A,1 month,N/A,N/A,,HRZ,Uses Vendor,Established Contact,echo.li@joinhorizons.com,Echo Li,"5 June, 2026",Reminder Sent,https://docs.google.com/spreadsheets/d/10bk8I5ARIdOhETpt_8e5lTYq61dqCD5HM9903xPywTM/edit,7/15/2026,
Asia,Sri Lanka,AYP,Jasmine,,Local EOR ,,,,,,,USD 530,USD 200,1 month,N/A,N/A,,AYP,,,leticia.loh@ayp-group.com,Leticia Loh,"5 June, 2026",Vendor Responded,https://docs.google.com/spreadsheets/d/1cl92pSZ3CZdf5zEt6uPXxyzLvtRFtENWAzXKRME19lc/edit,6/17/2026,Tier 2
Asia,Sri Lanka,JFS Holdings,David,Preferred Vendor,Local EOR ,"USD 350 or (Gross salary * 10%) + (USD 150 - 250), whichever higher",USD 0 - 250,1 month,N/A (3 months notice),,,USD 200 or 10%,N/A,1 month,N/A (3 months notice),,,JFS,,,madhushanr@jfsholdings.com,Madhushan Raigamage,"5 June, 2026",Reminder Sent,https://docs.google.com/spreadsheets/d/1Vs4NUEhCWnQNA-8YbVymymSqShaWEFURR47R0CSrP3w/edit,7/15/2026,
Africa,Sudan,Rivermate,David,Poor Quality Vendor,Local EOR ,,,,,,,EUR 399,N/A,,N/A,N/A,,,Unknown,,lucas@rivermate.com,Lucas Botzen,,Inactive,,,Tier 0
Africa,Sudan,Africa HR Solutions,David,Preferred Vendor,Local EOR ,,USD 350 - 500,1 month,N/A,N/A,,35% of gross monthly payroll cost,USD 350,1 month,N/A,N/A,,AHR,Direct Entity,,ggeraghty@africa-hr.com,Grant Geraghty,"5 June, 2026",Active,https://docs.google.com/spreadsheets/d/16l8VyrJGEBOUb3_o77qAv4YEy0q7AgTQuRDgskl7-3Y/edit,6/17/2026,
Africa,Sudan,Workforce Africa,David,Preferred Vendor,Local EOR ,USD 650 - 750,USD 350 - equivalent of service fee,1 month salary,USD 350,TBC,,USD 500,USD 200,N/A,USD 200,TBC,"• Pricing valid until December 31st, 2025",WFA,Uses Vendor,Signed MSA,justina.gabriel@workforcegroup.com,Justina Gabriel,"5 June, 2026",Reminder Sent,https://docs.google.com/spreadsheets/d/13pdolFV6P_EBVi5xsPKvdXzW76jB60buVkpZYMEoxJk/edit,7/15/2026,
Africa,Sudan,Workforce Africa,David,Preferred Vendor,Expat EOR,USD 700 - 800,USD 350 - equivalent of service fee,1 month salary,USD 350,TBC,,USD 550,USD 200,N/A,USD 200,TBC,"• Pricing valid until December 31st, 2025",WFA,Uses Vendor,Signed MSA,justina.gabriel@workforcegroup.com,Justina Gabriel,"5 June, 2026",Reminder Sent,https://docs.google.com/spreadsheets/d/13pdolFV6P_EBVi5xsPKvdXzW76jB60buVkpZYMEoxJk/edit,7/15/2026,
Africa ,Swaziland ,Remote Solutions Africa ,David,Backup Vendor,Local EOR ,,,,,,,USD 300,N/A,N/A,N/A,7.5 % of the service fee,We don't charge deposit as long as we receive the invoice payment on the 20th of each month//Reimbursement Fee: 4% of the total reimbursement //  20 USD bank transfer fee,RSA,Uses Vendor,Established Contact,moses.a@remotesolutionsafrica.com,Moses,"5 June, 2026",Reminder Sent,https://docs.google.com/spreadsheets/d/1-0VoGr6iIfXVV0l8SqaHo0p-ZCELZEMJiFpvK7R1zmQ/edit,7/15/2026,
Africa ,Swaziland ,Remote Solutions Africa ,David,Backup Vendor,Expat EOR,,,,,,,USD 350,N/A,N/A,N/A,7.5 % of the service fee,We don't charge deposit as long as we receive the invoice payment on the 20th of each month//Reimbursement Fee: 4% of the total reimbursement //  20 USD bank transfer fee,RSA,Uses Vendor,Established Contact,moses.a@remotesolutionsafrica.com,Moses,"5 June, 2026",Reminder Sent,https://docs.google.com/spreadsheets/d/1-0VoGr6iIfXVV0l8SqaHo0p-ZCELZEMJiFpvK7R1zmQ/edit,7/15/2026,
Africa ,Swaziland ,Workpay,David,Preferred Vendor,Local EOR ,USD 470 - 570,USD 0 - equivalent of service fee,1 month salary,N/A,TBC,,USD 320,N/A,1 month Salary ,N/A,,,WKP,Direct Entity,Established Contact," fn@myworkpay.com,
 zn@myworkpay.com","Frances Nzekwue, Ziphozihle Ntlakaza","5 June, 2026",Reminder Sent,https://docs.google.com/spreadsheets/d/1w0jqjlb9vUL_Lb7NHP45wKJcnWeX_D_--e6xf_W6ypc/edit,7/15/2026,Tier 2
Africa ,Swaziland ,Workpay,David,Preferred Vendor,Expat EOR,USD 470 - 570,USD 0 - equivalent of service fee,1 month salary,N/A,TBC,,USD 320,N/A,1 month Salary ,N/A,,,WKP,Direct Entity,Established Contact," fn@myworkpay.com,
 zn@myworkpay.com","Frances Nzekwue, Ziphozihle Ntlakaza","5 June, 2026",Reminder Sent,https://docs.google.com/spreadsheets/d/1w0jqjlb9vUL_Lb7NHP45wKJcnWeX_D_--e6xf_W6ypc/edit,7/15/2026,Tier 2
Europe,Sweden,Bradford Jacobs,Jasmine,,Local EOR ,,,,,,,EUR 500,EUR 500,1 month,N/A,,"• Use TopSource as vendor, but pricing is partner pricing, so will get lower quotation than from TopSource directly",BFJ,Uses Vendor,,k.nolan@bradfordjacobs.com,Kelly Nolan,"5 June, 2026",Reminder Sent,https://docs.google.com/spreadsheets/d/1qcQBw7034L9B0NSXOC38XkMU1wg2eROqWYyMtiobk-M/edit,7/15/2026,
Europe,Sweden,Native Teams,Jasmine,Poor Quality Vendor,Local EOR ,,,,,,,"• EUR 79 up to €1,500 processed per month
• EUR 129 up to €5,500 processed per month
• EUR 219 over €5,500 processed per month",N/A,N/A,N/A,N/A,,NTV,Direct Entity,Signed MSA,deren@nteams.com,Deren Kankurt,"31 December, 2026",Pricing in Contract,,,Tier 2
Europe,Sweden,Remote,David,Preferred Vendor,Local EOR ,USD 450 - 550,USD 0 - 250,1 month,"Involuntary Termination: USD 500 (termination initiated by client, not by resignation or natural contract expiration)",N/A,"• USD 200 right-to-work check mandatory for all expats (even self-sponsored)
• USD 500 immigration assessment fee for visa sponsorship feasibility check",USD 300,N/A,N/A,Involuntary Termination: USD 350,N/A,"• USD 120 right-to-work check mandatory for all expats (even self-sponsored)
• USD 400 immigration assessment fee for visa sponsorship feasibility check. 1. Visa Transfer: Change of Employer (CoE)
Timeline: Typically 3–4 months (some cases can take longer depending on specifics). Note that the candidate must remain in Sweden during this transition.
Mobility Service Fee: Estimated between USD 1,000 – 3,000 for the main applicant (government fees and any translation/legalization costs are additional)
2. Salary Compliance (2026 Thresholds)
Mandatory Threshold: The 2026 reference threshold is SEK 33,390/month.
3. Permit Renewal (Dec 2026)
Renewal support is available. Specific steps and costs will be finalised closer to the expiration date, as they depend on the specific permit category held by the employee.
4. Cost Summary & Next Steps
Pre-hire Assessment Cost: USD 120 / person.",RMT,Direct Entity,Signed MSA,"jasmine.chang@remote.com ,aisha.saeed@remote.com, ena.hazrolaj@remote.com","Jasmine Chang (Customer Success Manager), Aisha Saeed, Ena Hazrolaj  (Account Manager)","31 December, 2026",Pricing in Contract,,,
Europe,Sweden,Horizons,David,Backup Vendor,Local EOR ,USD 550 - 650,USD 0 - 500,1 month,N/A,N/A,,USD 399,N/A,1 month,N/A,N/A,,HRZ,Direct Entity,Established Contact,echo.li@joinhorizons.com,Echo Li,"5 June, 2026",Reminder Sent,https://docs.google.com/spreadsheets/d/10bk8I5ARIdOhETpt_8e5lTYq61dqCD5HM9903xPywTM/edit,"July 15, 2026",
Europe,Sweden,Horizons,David,Backup Vendor,Expat EOR,USD 650 - 750,USD 0 - 500,1 month,N/A,TBC,,USD 499,N/A,1 month,N/A,TBC,,HRZ,Direct Entity,Established Contact,echo.li@joinhorizons.com,Echo Li,"5 June, 2026",Reminder Sent,https://docs.google.com/spreadsheets/d/10bk8I5ARIdOhETpt_8e5lTYq61dqCD5HM9903xPywTM/edit,"July 15, 2026",
Europe,Sweden,GTS Nordics,Jasmine,,Local EOR ,,,,,,,EUR 610,N/A,N/A,N/A,N/A,Can only offer employment for a maximum of 24 months,,Direct Entity,,sweden@gtsnordic.com,Maria Jansson,"5 June, 2026",Reminder Sent,https://docs.google.com/spreadsheets/d/15ZJVedB9wxDBI_oX1-LaMKlsRn4UYdyLWxhBckTDxCo/edit,"July 15, 2026",
Europe,Sweden,GTS Nordics,Jasmine,,Expat EOR,,,,,,,EUR 610,N/A,N/A,N/A,N/A,Can only offer employment for a maximum of 24 months,,Direct Entity,,sweden@gtsnordic.com,Maria Jansson,"5 June, 2026",Reminder Sent,https://docs.google.com/spreadsheets/d/15ZJVedB9wxDBI_oX1-LaMKlsRn4UYdyLWxhBckTDxCo/edit,"July 15, 2026",
Europe,Sweden,Swapp Agency,David,Poor Quality Vendor,Local EOR ,,,,,,,EUR 500,N/A,,N/A,N/A,"• From a contract perspective, our legal team finds them unprofessional",,Direct Entity,,info@swappagency.com,David,"5 June, 2026",Vendor Responded,https://docs.google.com/spreadsheets/d/1w4YLC1WECZUgYTPnQVC_ZavmPTUmV0bkPOEY25KG4pk/edit,"July 15, 2026",
Europe,Switzerland,Accurity Group,David,,Local EOR ,,,,,,,4-6%,N/A,,N/A,N/A,"Can only employ EU/EFTA or Swiss Nationals
Not responsive since June 2023",,Direct Entity,,michael.boaden@accurity.ch,Michael Boaden,"5 June, 2026",Inactive,https://docs.google.com/spreadsheets/d/1doqYAUl-YS3p7PZMMLECNEQfYUhrZk7sjsnnGZNrgHQ/edit,"June 10, 2026",Tier 0
Europe,Switzerland,Remote,David,Preferred Vendor,Local EOR ,USD 450 - 550,USD 0 - 250,1 month,"Involuntary Termination: USD 500 (termination initiated by client, not by resignation or natural contract expiration)",N/A,"• USD 200 right-to-work check mandatory for all expats (even self-sponsored)
• USD 500 immigration assessment fee for visa sponsorship feasibility check",USD 300,N/A,N/A,Involuntary Termination: USD 350,N/A,"• USD 120 right-to-work check mandatory for all expats (even self-sponsored)
• USD 400 immigration assessment fee for visa sponsorship feasibility check",RMT,Direct Entity,Signed MSA,"jasmine.chang@remote.com ,aisha.saeed@remote.com, ena.hazrolaj@remote.com","Jasmine Chang (Customer Success Manager), Aisha Saeed, Ena Hazrolaj  (Account Manager)","31 December, 2026",Pricing in Contract,,,
Europe,Switzerland,Horizons,David,Preferred Vendor,Local EOR ,USD 550 - 650,USD 0 - 500,1 month,N/A,N/A,,USD 399,N/A,1 month,N/A,N/A,,HRZ,Uses Vendor,Established Contact,echo.li@joinhorizons.com,Echo Li,"5 June, 2026",Reminder Sent,https://docs.google.com/spreadsheets/d/10bk8I5ARIdOhETpt_8e5lTYq61dqCD5HM9903xPywTM/edit,"July 15, 2026",
Europe,Switzerland,Rivermate,David,Preferred Vendor,Expat EOR,EUR 500 - 700,EUR 0 - 700,1 month ,N/A,,,EUR 350 ,N/A,1 month,N/A,,,HTK,Direct Entity,Signed MSA,bassem.benhassine@hightekers.com,Bassem Ben Hassine ,"31 December, 2026",Pricing in Contract,,,
Europe,Switzerland,Native Teams,Jasmine,Poor Quality Vendor,Local EOR ,,,,,,,"• EUR 79 up to €1,500 processed per month
• EUR 129 up to €5,500 processed per month
• EUR 219 over €5,500 processed per month",N/A,N/A,N/A,N/A,,NTV,Direct Entity,Entity not operational,deren@nteams.com,Deren Kankurt,"31 December, 2026",Pricing in Contract,,,Tier 2
